Code,Description,Level
F01.03.004.014,Entwässerung,5
F01.03.005,"Deckung mit grossformatigen, flachen Faserzementplatten",4
F01.03.005.001,Eindeckung,5
F01.03.005.002,Verlegeunterlage,5
F01.03.005.003,Dampfbremse,5
F01.03.005.004,Dämmung,5
F01.03.005.005,Unterdach,5
F01.03.005.006,Konterlattung,5
F01.03.005.007,Lattung,5
F01.03.005.008,Schneefang,5
F01.03.005.009,Schneehalter,5
F01.03.005.010,Leiterhaken,5
F01.03.005.011,Absturzsicherungshaken,5
F01.03.005.012,Integrierte Photovoltaikanlage,5
F01.03.005.013,Integrierte Solarthermieanlage,5
F01.03.005.014,Entwässerung,5
F01.03.006,"Deckung mit grossformatigen, profilierten Faserzementplatten",4
F01.03.006.001,Eindeckung,5
F01.03.006.002,Verlegeunterlage,5
F01.03.006.003,Dampfbremse,5
F01.03.006.004,Dämmung,5
F01.03.006.005,Unterdach,5
F01.03.006.006,Konterlattung,5
F01.03.006.007,Lattung,5
F01.03.006.008,Schneefang,5
F01.03.006.009,Schneehalter,5
F01.03.006.010,Leiterhaken,5
F01.03.006.011,Absturzsicherungshaken,5
F01.03.006.012,Integrierte Photovoltaikanlage,5
F01.03.006.013,Integrierte Solarthermieanlage,5
F01.03.006.014,Entwässerung,5
F01.03.007,"Deckung mit grossformatigen, profilierten Blechplatten",4
F01.03.007.001,Eindeckung,5
F01.03.007.002,Verlegeunterlage,5
F01.03.007.003,Dampfbremse,5
F01.03.007.004,Dämmung,5
F01.03.007.005,Unterdach,5
F01.03.007.006,Konterlattung,5
F01.03.007.007,Lattung,5
F01.03.007.008,Schneefang,5
F01.03.007.009,Schneehalter,5
F01.03.007.010,Leiterhaken,5
F01.03.007.011,Absturzsicherungshaken,5
F01.03.007.012,Integrierte Photovoltaikanlage,5
F01.03.007.013,Integrierte Solarthermieanlage,5
F01.03.007.014,Entwässerung,5
F01.03.008,Deckung mit Sandwichelementen,4
F01.03.008.001,Eindeckung,5
F01.03.008.002,Verlegeunterlage,5
F01.03.008.003,Dampfbremse,5
F01.03.008.004,Dämmung,5
F01.03.008.005,Unterdach,5
F01.03.008.006,Konterlattung,5
F01.03.008.007,Lattung,5
F01.03.008.008,Schneefang,5
F01.03.008.009,Schneehalter,5
F01.03.008.010,Leiterhaken,5
F01.03.008.011,Absturzsicherungshaken,5
F01.03.008.012,Integrierte Photovoltaikanlage,5
F01.03.008.013,Integrierte Solarthermieanlage,5
F01.03.008.014,Entwässerung,5
F01.03.009,"Deckung mit profilierten, lichtdurchlässigen Kunststoffplatten",4
F01.03.009.001,Eindeckung,5
F01.03.009.002,Verlegeunterlage,5
F01.03.009.003,Dampfbremse,5
F01.03.009.004,Dämmung,5
F01.03.009.005,Unterdach,5
F01.03.009.006,Konterlattung,5
F01.03.009.007,Lattung,5
F01.03.009.008,Schneefang,5
F01.03.009.009,Schneehalter,5
F01.03.009.010,Leiterhaken,5
F01.03.009.011,Absturzsicherungshaken,5
F01.03.009.012,Integrierte Photovoltaikanlage,5
F01.03.009.013,Integrierte Solarthermieanlage,5
F01.03.009.014,Entwässerung,5
F01.03.010,Deckung mit Schindeln,4
F01.03.010.001,Eindeckung,5
F01.03.010.002,Verlegeunterlage,5
F01.03.010.003,Dampfbremse,5
F01.03.010.004,Dämmung,5
F01.03.010.005,Unterdach,5
F01.03.010.006,Konterlattung,5
F01.03.010.007,Lattung,5
F01.03.010.008,Schneefang,5
F01.03.010.009,Schneehalter,5
F01.03.010.010,Leiterhaken,5
F01.03.010.011,Absturzsicherungshaken,5
F01.03.010.012,Integrierte Photovoltaikanlage,5
F01.03.010.013,Integrierte Solarthermieanlage,5
F01.03.010.014,Entwässerung,5
F01.03.011,Deckung mit Natursteinplatten,4
F01.03.011.001,Eindeckung,5
F01.03.011.002,Verlegeunterlage,5
F01.03.011.003,Dampfbremse,5
F01.03.011.004,Dämmung,5
F01.03.011.005,Unterdach,5
F01.03.011.006,Konterlattung,5
F01.03.011.007,Lattung,5
F01.03.011.008,Schneefang,5
F01.03.011.009,Schneehalter,5
F01.03.011.010,Leiterhaken,5
F01.03.011.011,Absturzsicherungshaken,5
F01.03.011.012,Integrierte Photovoltaikanlage,5
F01.03.011.013,Integrierte Solarthermieanlage,5
F01.03.011.014,Entwässerung,5
F01.04,Systemdach,3
F01.04.000,Systemdach,4
F01.04.000.000,Systemdach,5
F01.04.001,Konstruktion,4
F01.04.002,Bekleidung,4
F01.04.003,Verglasung,4
F01.04.004,Sonnenschutz,4
F02,Element zu Dach,2
F02.01,Element zu Flachdach,3
F02.01.000,Element zu Flachdach,4
F02.01.000.000,Element zu Flachdach,5
F02.01.000.001,Element,5
F02.01.000.002,Anschluss,5
F02.01.000.003,Abdichtung,5
F02.01.000.004,Beschlag,5
F02.01.000.005,Antrieb,5
F02.01.000.006,Integrierter Sonnenschutz,5
F02.01.001,Dachfenster,4
F02.01.001.001,Element,5
F02.01.001.002,Anschluss,5
F02.01.001.003,Abdichtung,5
F02.01.001.004,Beschlag,5
F02.01.001.005,Antrieb,5
F02.01.001.006,Integrierter Sonnenschutz,5
F02.01.002,Dachausstieg,4
F02.01.002.001,Element,5
F02.01.002.002,Anschluss,5
F02.01.002.003,Abdichtung,5
F02.01.002.004,Beschlag,5
F02.01.002.005,Antrieb,5
F02.01.002.006,Integrierter Sonnenschutz,5
F02.01.003,Lichtkuppel,4
F02.01.003.001,Element,5
F02.01.003.002,Anschluss,5
F02.01.003.003,Abdichtung,5
F02.01.003.004,Beschlag,5
F02.01.003.005,Antrieb,5
F02.01.003.006,Integrierter Sonnenschutz,5
F02.01.004,Lichtpyramide,4
F02.01.004.001,Element,5
F02.01.004.002,Anschluss,5
F02.01.004.003,Abdichtung,5
F02.01.004.004,Beschlag,5
F02.01.004.005,Antrieb,5
F02.01.004.006,Integrierter Sonnenschutz,5
F02.01.005,Dachoberlicht,4
F02.01.005.001,Element,5
F02.01.005.002,Anschluss,5
F02.01.005.003,Abdichtung,5
F02.01.005.004,Beschlag,5
F02.01.005.005,Antrieb,5
F02.01.005.006,Integrierter Sonnenschutz,5
F02.01.006,Lichtband,4
F02.01.006.001,Element,5
F02.01.006.002,Anschluss,5
F02.01.006.003,Abdichtung,5
F02.01.006.004,Beschlag,5
F02.01.006.005,Antrieb,5
F02.01.006.006,Integrierter Sonnenschutz,5
F02.01.007,Fest verglaste Einbauten,4
F02.01.007.001,Element,5
F02.01.007.002,Anschluss,5
F02.01.007.003,Abdichtung,5
F02.01.007.006,Integrierter Sonnenschutz,5
F02.01.008,Fest verglaste Glasböden,4
F02.01.008.001,Element,5
F02.01.008.002,Anschluss,5
F02.01.008.003,Abdichtung,5
F02.01.008.006,Integrierter Sonnenschutz,5
F02.02,Element zu geneigtem Dach,3
F02.02.000,Element zu geneigtem Dach,4
F02.02.000.000,Element zu geneigtem Dach,5
F02.02.000.001,Element,5
F02.02.000.002,Anschluss,5
F02.02.000.003,Abdichtung,5
F02.02.000.004,Beschlag,5
F02.02.000.005,Antrieb,5
F02.02.000.006,Integrierter Sonnenschutz,5
F02.02.001,Dachfenster,4
F02.02.001.001,Element,5
F02.02.001.002,Anschluss,5
F02.02.001.003,Abdichtung,5
F02.02.001.004,Beschlag,5
F02.02.001.005,Antrieb,5
F02.02.001.006,Integrierter Sonnenschutz,5
F02.02.002,Dachausstieg,4
F02.02.002.001,Element,5
F02.02.002.002,Anschluss,5
F02.02.002.003,Abdichtung,5
F02.02.002.004,Beschlag,5
F02.02.002.005,Antrieb,5
F02.02.002.006,Integrierter Sonnenschutz,5
F02.02.003,Dachgaube,4
F02.02.003.001,Element,5
F02.02.003.002,Anschluss,5
F02.02.003.003,Abdichtung,5
F02.02.003.004,Beschlag,5
F02.02.003.005,Antrieb,5
F02.02.003.006,Integrierter Sonnenschutz,5
F02.02.004,Fest verglaste Einbauten,4
F02.02.004.001,Element,5
F02.02.004.002,Anschluss,5
F02.02.004.003,Abdichtung,5
F02.02.004.006,Integrierter Sonnenschutz,5
F02.03,Schutzanlage zu Dach,3
F02.03.000,Schutzanlage zu Dach,4
F02.03.000.000,Schutzanlage zu Dach,5
F02.03.000.001,Fangleitung,5
F02.03.000.002,Ableitung,5
F02.03.000.003,Erdung,5
F02.03.000.004,Anschlagsicherung,5
F02.03.001,Blitzschutzklasse I,4
F02.03.001.001,Fangleitung,5
F02.03.001.002,Ableitung,5
F02.03.001.003,Erdung,5
F02.03.001.004,Anschlagsicherung,5
F02.03.002,Blitzschutzklasse II,4
F02.03.002.001,Fangleitung,5
F02.03.002.002,Ableitung,5
F02.03.002.003,Erdung,5
F02.03.002.004,Anschlagsicherung,5
F02.03.003,Blitzschutzklasse III,4
F02.03.003.001,Fangleitung,5
F02.03.003.002,Ableitung,5
F02.03.003.003,Erdung,5
F02.03.003.004,Anschlagsicherung,5
G,Ausbau Gebäude,1
G01,"Trennwand, Innentür, Innentor",2
G01.01,Fest stehende Trennwand,3
G01.01.000,Fest stehende Trennwand,4
G01.01.000.000,Fest stehende Trennwand,5
G01.01.000.001,Unterkonstruktion,5
G01.01.000.002,Beplankung,5
G01.01.000.003,Dämmung,5
G01.01.001,Ständerwand aus Gipsplatten,4
G01.01.001.001,Unterkonstruktion,5
G01.01.001.002,Beplankung,5
G01.01.001.003,Dämmung,5
G01.01.002,Ständerwand aus Gips-Wandbauplatten,4
G01.01.002.001,Unterkonstruktion,5
G01.01.002.002,Beplankung,5
G01.01.002.003,Dämmung,5
G01.01.003,Ständerwand aus Gipsfaserplatten,4
G01.01.003.001,Unterkonstruktion,5
G01.01.003.002,Beplankung,5
G01.01.003.003,Dämmung,5
G01.01.004,Ständerwand aus zementgebundenen Leichtbeton-Bauplatten,4
G01.01.004.001,Unterkonstruktion,5
G01.01.004.002,Beplankung,5
G01.01.004.003,Dämmung,5
G01.01.005,Wand aus Gips-Wandbauplatten,4
G01.01.005.001,Unterkonstruktion,5
G01.01.005.002,Beplankung,5
G01.01.005.003,Dämmung,5
G01.01.006,Vorsatzschale aus Gipsplatten,4
G01.01.006.001,Unterkonstruktion,5
G01.01.006.002,Beplankung,5
G01.01.006.003,Dämmung,5
G01.01.007,Vorsatzschale aus Gips-Wandbauplatten,4
G01.01.007.001,Unterkonstruktion,5
G01.01.007.002,Beplankung,5
G01.01.007.003,Dämmung,5
G01.01.008,Vorsatzschale aus Gipsfaserplatten,4
G01.01.008.001,Unterkonstruktion,5
G01.01.008.002,Beplankung,5
G01.01.008.003,Dämmung,5
G01.01.009,Vorsatzschale aus zementgebundenen Leichtbeton-Bauplatten,4
G01.01.009.001,Unterkonstruktion,5
G01.01.009.002,Beplankung,5
G01.01.009.003,Dämmung,5
G01.01.010,Vorsatzschale aus Gips-Wandbauplatten ohne Unterkonstruktion,4
G01.01.010.001,Unterkonstruktion,5
G01.01.010.002,Beplankung,5
G01.01.010.003,Dämmung,5
G01.01.011,Elementwände aus Vollwandelementen,4
G01.01.011.001,Unterkonstruktion,5
G01.01.011.002,Beplankung,5
G01.01.011.003,Dämmung,5
G01.01.012,Elementwände aus verglasten Elementen,4
G01.01.012.001,Unterkonstruktion,5
G01.01.012.002,Beplankung,5
G01.01.012.003,Dämmung,5
G01.01.013,Elementwände aus kombinierten Elementen,4
G01.01.013.001,Unterkonstruktion,5
G01.01.013.002,Beplankung,5
G01.01.013.003,Dämmung,5
G01.01.014,Kabinentrennwand aus Holzwerkstoff,4
G01.01.014.001,Unterkonstruktion,5
G01.01.014.002,Beplankung,5
G01.01.014.003,Dämmung,5
G01.01.015,Kabinentrennwand aus Vollkernplatten,4
G01.01.015.001,Unterkonstruktion,5
G01.01.015.002,Beplankung,5
G01.01.015.003,Dämmung,5
G01.01.016,Kabinentrennwand aus Glas,4
G01.01.016.001,Unterkonstruktion,5
G01.01.016.002,Beplankung,5
G01.01.016.003,Dämmung,5
G01.01.017,Kabinentrennwand aus Metall,4
G01.01.017.001,Unterkonstruktion,5
G01.01.017.002,Beplankung,5
G01.01.017.003,Dämmung,5
G01.01.018,Fest stehende Trennwand aus Holzwerkstoffen,4
G01.01.018.001,Unterkonstruktion,5
G01.01.018.002,Beplankung,5
G01.01.018.003,Dämmung,5
G01.01.019,Fest stehende Trennwand aus Glas,4
G01.01.019.001,Unterkonstruktion,5
G01.01.019.002,Beplankung,5
G01.01.019.003,Dämmung,5
G01.01.020,Fest stehende Trennwand aus Metall,4
G01.01.020.001,Unterkonstruktion,5
G01.01.020.002,Beplankung,5
G01.01.020.003,Dämmung,5
G01.01.021,Lattenverschlag,4
G01.01.021.001,Unterkonstruktion,5
G01.01.021.002,Beplankung,5
G01.01.021.003,Dämmung,5
G01.01.022,Abtrennsystem aus Spanplatten,4
G01.01.022.001,Unterkonstruktion,5
G01.01.022.002,Beplankung,5
G01.01.022.003,Dämmung,5
G01.01.023,Gittertrennwand,4
G01.01.023.001,Unterkonstruktion,5
G01.01.023.002,Beplankung,5
G01.01.023.003,Dämmung,5
G01.01.024,Trennwand aus Stahllamellen,4
G01.01.024.001,Unterkonstruktion,5
G01.01.024.002,Beplankung,5
G01.01.024.003,Dämmung,5
G01.01.025,Trennwand aus Stahllochblech,4
G01.01.025.001,Unterkonstruktion,5
G01.01.025.002,Beplankung,5
G01.01.025.003,Dämmung,5
G01.02,Bewegliche Trennwand,3
G01.02.000,Bewegliche Trennwand,4
G01.02.000.000,Bewegliche Trennwand,5
G01.02.001,Faltwand,4
G01.02.002,Schiebewand,4
G01.02.003,Hallen-Hubfaltwand,4
G01.02.004,Schiebestapelwand,4
G01.02.005,Aufziehbares Ballfangnetz,4
G01.02.006,Industrievorhang aus Kunststoff,4
G01.02.007,Vertikal aufrollbares Gitter,4
G01.03,Schachtfront,3
G01.03.000,Schachtfront,4
G01.03.000.000,Schachtfront,5
G01.03.000.001,Fenster,5
G01.03.000.002,Fensterbank,5
G01.03.000.003,Fensterumrahmung,5
G01.03.000.004,Anschluss,5
G01.03.000.005,Abdichtung,5
G01.03.000.006,Beschlag,5
G01.03.000.007,Antrieb,5
G01.03.000.008,Beschichtung,5
G01.03.001,Faltwand,4
G01.03.002,Schiebewand,4
G01.03.003,Hallen-Hubfaltwand,4
G01.03.004,Schiebestapelwand,4
G01.03.005,Aufziehbares Ballfangnetz,4
G01.03.006,Industrievorhang aus Kunststoff,4
G01.03.007,Vertikal aufrollbares Gitter,4
G01.04,Innenfenster,3
G01.04.000,Innenfenster,4
G01.04.000.000,Innenfenster,5
G01.04.000.001,Fenster,5
G01.04.000.002,Fensterbank,5
G01.04.000.003,Fensterumrahmung,5
G01.04.000.004,Anschluss,5
G01.04.000.005,Abdichtung,5
G01.04.000.006,Beschlag,5
G01.04.000.007,Antrieb,5
G01.04.000.008,Beschichtung,5
G01.04.001,Fenster aus Holz,4
G01.04.001.001,Fenster,5
G01.04.001.002,Fensterbank,5
G01.04.001.003,Fensterumrahmung,5
G01.04.001.004,Anschluss,5
G01.04.001.005,Abdichtung,5
G01.04.001.006,Beschlag,5
G01.04.001.007,Antrieb,5
G01.04.001.008,Beschichtung,5
G01.04.002,Fenster aus Holz-Metall,4
G01.04.002.001,Fenster,5
G01.04.002.002,Fensterbank,5
G01.04.002.003,Fensterumrahmung,5
G01.04.002.004,Anschluss,5
G01.04.002.005,Abdichtung,5
G01.04.002.006,Beschlag,5
G01.04.002.007,Antrieb,5
G01.04.002.008,Beschichtung,5
G01.04.003,Fenster aus Kunststoff,4
G01.04.003.001,Fenster,5
G01.04.003.002,Fensterbank,5
G01.04.003.004,Anschluss,5
G01.04.003.005,Abdichtung,5
G01.04.003.006,Beschlag,5
G01.04.003.007,Antrieb,5
G01.04.003.008,Beschichtung,5
G01.04.004,Fenster aus Stahl,4
G01.04.004.001,Fenster,5
G01.04.004.002,Fensterbank,5
G01.04.004.004,Anschluss,5
G01.04.004.005,Abdichtung,5
G01.04.004.006,Beschlag,5
G01.04.004.007,Antrieb,5
G01.04.004.008,Beschichtung,5
G01.04.005,Fenster aus Aluminium,4
G01.04.005.001,Fenster,5
G01.04.005.002,Fensterbank,5
G01.04.005.004,Anschluss,5
G01.04.005.005,Abdichtung,5
G01.04.005.006,Beschlag,5
G01.04.005.007,Antrieb,5
G01.04.005.008,Beschichtung,5
G01.04.006,Fenster aus Kunststoff-Metall,4
G01.04.006.001,Fenster,5
G01.04.006.002,Fensterbank,5
G01.04.006.004,Anschluss,5
G01.04.006.005,Abdichtung,5
G01.04.006.006,Beschlag,5
G01.04.006.007,Antrieb,5
G01.04.006.008,Beschichtung,5
G01.05,Innentür,3
G01.05.000,Innentür,4
G01.05.000.000,Innentür,5
G01.05.000.001,Türrahmen,5
G01.05.000.002,Türzarge,5
G01.05.000.003,Dichtung,5
G01.05.000.004,Dämmung,5
G01.05.000.005,Beschlag,5
G01.05.000.006,Türblatt,5
G01.05.000.007,Schwelle,5
G01.05.000.008,Glaseinsatz,5
G01.05.000.009,Lüftungsgitter,5
G01.05.000.010,Katzentür,5
G01.05.000.011,Oberflächenbehandlung,5
G01.05.001,Innentür aus Holz oder Holzwerkstoffen,4
G01.05.001.001,Türrahmen,5
G01.05.001.002,Türzarge,5
G01.05.001.003,Dichtung,5
G01.05.001.004,Dämmung,5
G01.05.001.005,Beschlag,5
G01.05.001.006,Türblatt,5
G01.05.001.007,Schwelle,5
G01.05.001.008,Glaseinsatz,5
G01.05.001.009,Lüftungsgitter,5
G01.05.001.010,Katzentür,5
G01.05.001.011,Oberflächenbehandlung,5
G01.05.002,Innentür aus Kunststoff,4
G01.05.002.001,Türrahmen,5
G01.05.002.002,Türzarge,5
G01.05.002.003,Dichtung,5
G01.05.002.004,Dämmung,5
G01.05.002.005,Beschlag,5
G01.05.002.006,Türblatt,5
G01.05.002.007,Schwelle,5
G01.05.002.008,Glaseinsatz,5
G01.05.002.009,Lüftungsgitter,5
G01.05.002.010,Katzentür,5
G01.05.002.011,Oberflächenbehandlung,5
G01.05.003,Innentür aus Stahl,4
G01.05.003.001,Türrahmen,5
G01.05.003.002,Türzarge,5
G01.05.003.003,Dichtung,5
G01.05.003.004,Dämmung,5
G01.05.003.005,Beschlag,5
G01.05.003.006,Türblatt,5
G01.05.003.007,Schwelle,5
G01.05.003.008,Glaseinsatz,5
G01.05.003.009,Lüftungsgitter,5
G01.05.003.010,Katzentür,5
G01.05.003.011,Oberflächenbehandlung,5
G01.05.004,Innentür aus Aluminium,4
G01.05.004.001,Türrahmen,5
G01.05.004.002,Türzarge,5
G01.05.004.003,Dichtung,5
G01.05.004.004,Dämmung,5
G01.05.004.005,Beschlag,5
G01.05.004.006,Türblatt,5
G01.05.004.007,Schwelle,5
G01.05.004.008,Glaseinsatz,5
G01.05.004.009,Lüftungsgitter,5
G01.05.004.010,Katzentür,5
G01.05.004.011,Oberflächenbehandlung,5
G01.05.005,Innentür aus Kunststoff-Metall,4
G01.05.005.001,Türrahmen,5
G01.05.005.002,Türzarge,5
G01.05.005.003,Dichtung,5
G01.05.005.004,Dämmung,5
G01.05.005.005,Beschlag,5
G01.05.005.006,Türblatt,5
G01.05.005.007,Schwelle,5
G01.05.005.008,Glaseinsatz,5
G01.05.005.009,Lüftungsgitter,5
G01.05.005.010,Katzentür,5
G01.05.005.011,Oberflächenbehandlung,5
G01.05.006,Innentür aus Glas,4
G01.05.006.001,Türrahmen,5
G01.05.006.002,Türzarge,5
G01.05.006.003,Dichtung,5
G01.05.006.004,Dämmung,5
G01.05.006.005,Beschlag,5
G01.05.006.006,Türblatt,5
G01.05.006.007,Schwelle,5
G01.05.006.008,Glaseinsatz,5
G01.05.006.009,Lüftungsgitter,5
G01.05.006.010,Katzentür,5
G01.05.006.011,Oberflächenbehandlung,5
G01.06,Innentor,3
G01.06.000,Innentor,4
G01.06.000.000,Innentor,5
G01.06.000.001,Tor,5
G01.06.000.002,Blende,5
G01.06.000.003,Dichtung,5
G01.06.000.004,Schallschutz,5
G01.06.000.005,Oberflächenbehandlung,5
G01.06.000.006,Einbauten,5
G01.06.000.007,Nebentür,5
G01.06.000.008,Mechanisches Verschlusssystem,5
G01.06.000.009,Elektrisches Verschlusssystem,5
G01.06.000.010,Innere Beplankung,5
G01.06.001,Decken-Sektionaltor,4
G01.06.001.001,Tor,5
G01.06.001.002,Blende,5
G01.06.001.003,Dichtung,5
G01.06.001.004,Schallschutz,5
G01.06.001.005,Oberflächenbehandlung,5
G01.06.001.006,Einbauten,5
G01.06.001.007,Nebentür,5
G01.06.001.008,Mechanisches Verschlusssystem,5
G01.06.001.009,Elektrisches Verschlusssystem,5
G01.06.001.010,Innere Beplankung,5
G01.06.002,Seiten-Sektionaltor,4
G01.06.002.001,Tor,5
G01.06.002.002,Blende,5
G01.06.002.003,Dichtung,5
G01.06.002.004,Schallschutz,5
G01.06.002.005,Oberflächenbehandlung,5
G01.06.002.006,Einbauten,5
G01.06.002.007,Nebentür,5
G01.06.002.008,Mechanisches Verschlusssystem,5
G01.06.002.009,Elektrisches Verschlusssystem,5
G01.06.002.010,Innere Beplankung,5
G01.06.003,Brandschutz-Sektionaltor,4
G01.06.003.001,Tor,5
G01.06.003.002,Blende,5
G01.06.003.003,Dichtung,5
G01.06.003.004,Schallschutz,5
G01.06.003.005,Oberflächenbehandlung,5
G01.06.003.006,Einbauten,5
G01.06.003.007,Nebentür,5
G01.06.003.008,Mechanisches Verschlusssystem,5
G01.06.003.009,Elektrisches Verschlusssystem,5
G01.06.003.010,Innere Beplankung,5
G01.06.004,Rolllamellentor,4
G01.06.004.001,Tor,5
G01.06.004.002,Blende,5
G01.06.004.003,Dichtung,5
G01.06.004.004,Schallschutz,5
G01.06.004.005,Oberflächenbehandlung,5
G01.06.004.006,Einbauten,5
G01.06.004.007,Nebentür,5
G01.06.004.008,Mechanisches Verschlusssystem,5
G01.06.004.009,Elektrisches Verschlusssystem,5
G01.06.004.010,Innere Beplankung,5
G01.06.005,Rollgittertor,4
G01.06.005.001,Tor,5
G01.06.005.002,Blende,5
G01.06.005.003,Dichtung,5
G01.06.005.004,Schallschutz,5
G01.06.005.005,Oberflächenbehandlung,5
G01.06.005.006,Einbauten,5
G01.06.005.007,Nebentür,5
G01.06.005.008,Mechanisches Verschlusssystem,5
G01.06.005.009,Elektrisches Verschlusssystem,5
G01.06.005.010,Innere Beplankung,5
G01.06.006,Schnelllauf-Rolltor,4
G01.06.006.001,Tor,5
G01.06.006.002,Blende,5
G01.06.006.003,Dichtung,5
G01.06.006.004,Schallschutz,5
G01.06.006.005,Oberflächenbehandlung,5
G01.06.006.006,Einbauten,5
G01.06.006.007,Nebentür,5
G01.06.006.008,Mechanisches Verschlusssystem,5
G01.06.006.009,Elektrisches Verschlusssystem,5
G01.06.006.010,Innere Beplankung,5
G01.06.007,Brandschutz-Rolltor,4
G01.06.007.001,Tor,5
G01.06.007.002,Blende,5
G01.06.007.003,Dichtung,5
G01.06.007.004,Schallschutz,5
G01.06.007.005,Oberflächenbehandlung,5
G01.06.007.006,Einbauten,5
G01.06.007.007,Nebentür,5
G01.06.007.008,Mechanisches Verschlusssystem,5
G01.06.007.009,Elektrisches Verschlusssystem,5
G01.06.007.010,Innere Beplankung,5
G01.06.008,Schiebetor,4
G01.06.008.001,Tor,5
G01.06.008.002,Blende,5
G01.06.008.003,Dichtung,5
G01.06.008.004,Schallschutz,5
G01.06.008.005,Oberflächenbehandlung,5
G01.06.008.006,Einbauten,5
G01.06.008.007,Nebentür,5
G01.06.008.008,Mechanisches Verschlusssystem,5
G01.06.008.009,Elektrisches Verschlusssystem,5
G01.06.008.010,Innere Beplankung,5
G01.06.009,Falttor,4
G01.06.009.001,Tor,5
G01.06.009.002,Blende,5
G01.06.009.003,Dichtung,5
G01.06.009.004,Schallschutz,5
G01.06.009.005,Oberflächenbehandlung,5
G01.06.009.006,Einbauten,5
G01.06.009.007,Nebentür,5
G01.06.009.008,Mechanisches Verschlusssystem,5
G01.06.009.009,Elektrisches Verschlusssystem,5
G01.06.009.010,Innere Beplankung,5
G01.06.010,Schiebefalttor,4
G01.06.010.001,Tor,5
G01.06.010.002,Blende,5
G01.06.010.003,Dichtung,5
G01.06.010.004,Schallschutz,5
G01.06.010.005,Oberflächenbehandlung,5
G01.06.010.006,Einbauten,5
G01.06.010.007,Nebentür,5
G01.06.010.008,Mechanisches Verschlusssystem,5
G01.06.010.009,Elektrisches Verschlusssystem,5
G01.06.010.010,Innere Beplankung,5
G01.06.011,Brandschutz-Schiebetor,4
G01.06.011.001,Tor,5
G01.06.011.002,Blende,5
G01.06.011.003,Dichtung,5
G01.06.011.004,Schallschutz,5
G01.06.011.005,Oberflächenbehandlung,5
G01.06.011.006,Einbauten,5
G01.06.011.007,Nebentür,5
G01.06.011.008,Mechanisches Verschlusssystem,5
G01.06.011.009,Elektrisches Verschlusssystem,5
G01.06.011.010,Innere Beplankung,5
G01.06.012,Schiebefalttor,4
G01.06.012.001,Tor,5
G01.06.012.002,Blende,5
G01.06.012.003,Dichtung,5
G01.06.012.004,Schallschutz,5
G01.06.012.005,Oberflächenbehandlung,5
G01.06.012.006,Einbauten,5
G01.06.012.007,Nebentür,5
G01.06.012.008,Mechanisches Verschlusssystem,5
G01.06.012.009,Elektrisches Verschlusssystem,5
G01.06.012.010,Innere Beplankung,5
G01.06.013,Kipptor ausschwingend,4
G01.06.013.001,Tor,5
G01.06.013.002,Blende,5
G01.06.013.003,Dichtung,5
G01.06.013.004,Schallschutz,5
G01.06.013.005,Oberflächenbehandlung,5
G01.06.013.006,Einbauten,5
G01.06.013.007,Nebentür,5
G01.06.013.008,Mechanisches Verschlusssystem,5
G01.06.013.009,Elektrisches Verschlusssystem,5
G01.06.013.010,Innere Beplankung,5
G01.06.014,Kipptor nicht ausschwingend,4
G01.06.014.001,Tor,5
G01.06.014.002,Blende,5
G01.06.014.003,Dichtung,5
G01.06.014.004,Schallschutz,5
G01.06.014.005,Oberflächenbehandlung,5
G01.06.014.006,Einbauten,5
G01.06.014.007,Nebentür,5
G01.06.014.008,Mechanisches Verschlusssystem,5
G01.06.014.009,Elektrisches Verschlusssystem,5
G01.06.014.010,Innere Beplankung,5
G01.06.015,Drehflügeltor,4
G01.06.015.001,Tor,5
G01.06.015.002,Blende,5
G01.06.015.003,Dichtung,5
G01.06.015.004,Schallschutz,5
G01.06.015.005,Oberflächenbehandlung,5
G01.06.015.006,Einbauten,5
G01.06.015.007,Nebentür,5
G01.06.015.008,Mechanisches Verschlusssystem,5
G01.06.015.009,Elektrisches Verschlusssystem,5
G01.06.015.010,Innere Beplankung,5
G01.06.016,Pendeltor,4
G01.06.016.001,Tor,5
G01.06.016.002,Blende,5
G01.06.016.003,Dichtung,5
G01.06.016.004,Schallschutz,5
G01.06.016.005,Oberflächenbehandlung,5
G01.06.016.006,Einbauten,5
G01.06.016.007,Nebentür,5
G01.06.016.008,Mechanisches Verschlusssystem,5
G01.06.016.009,Elektrisches Verschlusssystem,5
G01.06.016.010,Innere Beplankung,5
G01.06.017,Brandschutz-Drehflügeltor,4
G01.06.017.001,Tor,5
G01.06.017.002,Blende,5
G01.06.017.003,Dichtung,5
G01.06.017.004,Schallschutz,5
G01.06.017.005,Oberflächenbehandlung,5
G01.06.017.006,Einbauten,5
G01.06.017.007,Nebentür,5
G01.06.017.008,Mechanisches Verschlusssystem,5
G01.06.017.009,Elektrisches Verschlusssystem,5
G01.06.017.010,Innere Beplankung,5
G01.06.018,Hubtor,4
G01.06.018.001,Tor,5
G01.06.018.002,Blende,5
G01.06.018.003,Dichtung,5
G01.06.018.004,Schallschutz,5
G01.06.018.005,Oberflächenbehandlung,5
G01.06.018.006,Einbauten,5
G01.06.018.007,Nebentür,5
G01.06.018.008,Mechanisches Verschlusssystem,5
G01.06.018.009,Elektrisches Verschlusssystem,5
G01.06.018.010,Innere Beplankung,5
