Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c08b;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c08c;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c08d;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c0c0;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c0c2;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c0c3;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c0c4;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c0c5;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c139;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c13a;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c13b;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c13c;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c13d;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c13e;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c13f;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c140;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c141;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c142;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c143;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c144;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c145;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c146;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c147;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c154;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c155;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c156;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c157;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c158;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c159;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c15a;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c15b;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c15c;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c15d;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c15e;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c15f;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c160;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c161;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c162;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c165;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c166;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c167;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c168;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c169;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c16a;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c16b;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c16c;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c16d;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c16e;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c176;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c177;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c178;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c179;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c17a;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c17b;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c17c;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c17d;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c17e;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c17f;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c187;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c188;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c189;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c18a;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c18b;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c18c;Moebel;0915mm Diameter;M_Table-Dining Round w Chairs;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c18d;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c18e;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c18f;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;68b5e6d1-3275-40e2-9043-4b72a1f0aa12-0002c190;Moebel;M_Chair-Breuer;M_Chair-Breuer;;1;Stk;01 - Entry Level;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039745;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039746;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039747;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039748;Moebel;Couch;Couch-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039749;Moebel;Couch;Couch-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003974a;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003974b;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003974c;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003974d;Moebel;Chair;Chair-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003974e;Moebel;Couch;Couch-Viper;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003974f;Moebel;Wastebasket2;Wastebasket2;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039750;Moebel;Wastebasket2;Wastebasket2;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039751;Moebel;Wastebasket2;Wastebasket2;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039752;Moebel;Wastebasket2;Wastebasket2;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039753;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039754;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039755;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039756;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039757;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039758;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-00039759;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003975a;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;925be55e-b3cf-454d-a521-260204a42898-0003976a;Moebel;"24"" x 24"" x 30""";Table-Night Stand;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;da2c0b38-0351-4835-b45a-db7110b0617d-0003c198;Moebel;Window Shade;Window Shade;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;da2c0b38-0351-4835-b45a-db7110b0617d-0003c53d;Moebel;Window Shade;Window Shade;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;da2c0b38-0351-4835-b45a-db7110b0617d-0003c569;Moebel;Window Shade;Window Shade;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;da2c0b38-0351-4835-b45a-db7110b0617d-0003c588;Moebel;Window Shade;Window Shade;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;da2c0b38-0351-4835-b45a-db7110b0617d-0003c5c9;Moebel;Window Shade;Window Shade;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;da2c0b38-0351-4835-b45a-db7110b0617d-0003c6e3;Moebel;Window Shade;Window Shade;;1;Stk;03 - Floor;;;;
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-0002224e;Waende;Exterior - Insulation on Masonry;;;28.577000000000002;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;95.549999999999997;8.4000000000000004
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-0002224f;Waende;Exterior Curtain Wall;;;0;m3;;;;93.609999999999999;8.3100000000000005
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-00022250;Waende;Exterior Curtain Wall;;;0;m3;;;;92.319999999999993;8.25
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-00022251;Waende;Exterior - Insulation on Masonry;;;57.865000000000002;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;190.97000000000000;20.710000000000001
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-00022252;Waende;Exterior Curtain Wall;;;0;m3;;;;31.020000000000000;2.7200000000000002
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-000222e3;Waende;Exterior Curtain Wall;;;0;m3;;;;561.16999999999996;49.229999999999997
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-000222e6;Waende;Exterior Curtain Wall;;;0;m3;;;;63.140000000000001;5.6500000000000004
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-000222e9;Waende;Exterior Curtain Wall;;;0;m3;;;;229.31999999999999;20.120000000000001
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-000222ec;Waende;Pavillion Curtain Wall;;;0;m3;;;;44.770000000000003;6.2599999999999998
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-000222ef;Waende;Pavillion Curtain Wall;;;0;m3;;;;40.450000000000003;5.9900000000000002
racadvancedsampleproject;6949fe39-3e9a-4d4d-b7fe-71339c615138-000222f2;Waende;Pavillion Curtain Wall;;;0;m3;;;;44.770000000000003;6.2599999999999998
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000231f2;Waende;Interior - 138mm Partition (1-hr);;;6.6849999999999996;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;48.270000000000003;16.25
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000232b3;Waende;Interior - 138mm Partition (1-hr);;;2.3279999999999998;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;16.809999999999999;5.8899999999999997
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-00023334;Waende;Interior - 138mm Partition (1-hr);;;3.7229999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;26.879999999999999;8.3800000000000008
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-00023366;Waende;Interior - 138mm Partition (1-hr);;;3.9940000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.829999999999998;8.3800000000000008
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000233a1;Waende;Interior - 138mm Partition (1-hr);;;3.9940000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.829999999999998;8.3800000000000008
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000233d8;Waende;Generic - 200mm;;;18.808000000000000;m3;;Unbekannt [Tragend] (200 mm);200;94.040000000000006;8.3800000000000008
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000235c5;Waende;Exterior - Insulation on Masonry;;;8.3800000000000008;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;27.660000000000000;8.3300000000000001
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-0002367f;Waende;Interior - 138mm Partition (1-hr);;;2.9420000000000002;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;21.239999999999998;6.7000000000000002
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-0002369e;Waende;Interior - 138mm Partition (1-hr);;;1.0840000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.8300000000000001;2.3500000000000001
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-000236d5;Waende;Interior - 138mm Partition (1-hr);;;2.7149999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;19.600000000000001;6.2699999999999996
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-00023716;Waende;Interior - 138mm Partition (1-hr);;;2.4199999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;17.469999999999999;5.6299999999999999
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-0002373b;Waende;Interior - 138mm Partition (1-hr);;;1.5109999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;10.910000000000000;3.2599999999999998
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-0002376f;Waende;Interior - 138mm Partition (1-hr);;;1.0840000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;7.8300000000000001;2.3500000000000001
racadvancedsampleproject;9ddc7feb-6f54-4b53-9ca4-7923d929ea52-0002388b;Waende;Exterior Curtain Wall;;;0;m3;;;;56.420000000000002;16.260000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024179;Waende;Storefront;;;0;m3;;;;9.3300000000000001;2.8900000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000243c6;Waende;Exterior Curtain Wall;;;0;m3;;;;187.47000000000000;16.440000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024521;Waende;Exterior - Insulation on Masonry;;;52.122999999999998;m3;;Insulation / Thermal Barriers - External Wall Insulation [Finish 1] (100 mm) | Air Barrier - Air Infiltration Barrier [Membran] (0 mm) | Masonry - Concrete Block [Tragend] (190 mm) | Vapour / Moisture Barriers - Vapour Retarder [Membran] (0 mm) | Plasterboard [Finish 2] (13 mm);303;173.88000000000000;20.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000245e0;Waende;Storefront;;;0;m3;;;;33.689999999999998;9.5999999999999996
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-000246c5;Waende;Interior - 138mm Partition (1-hr);;;4.0389999999999997;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;29.160000000000000;8.3300000000000001
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002472d;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024793;Waende;Interior - 138mm Partition (1-hr);;;3.9840000000000000;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;28.760000000000002;8.2100000000000009
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024801;Waende;Interior - 138mm Partition (1-hr);;;1.2110000000000001;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;8.7400000000000002;3.7400000000000002
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-0002482f;Waende;Interior - 138mm Partition (1-hr);;;0.46800000000000003;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;3.3799999999999999;2.0
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024855;Waende;Interior - 138mm Partition (1-hr);;;0.36399999999999999;m3;;Plasterboard [Finish 2] (16 mm) | Metal - Stud Layer [Tragend] (92 mm) | Plasterboard [Finish 2] (16 mm) | Plasterboard [Finish 2] (16 mm);140;2.6200000000000001;0.88
racadvancedsampleproject;9e597f98-694d-4ada-b8ef-0e7459e0b930-00024975;Waende;Exterior Curtain Wall;;;0;m3;;;;291.17000000000002;25.609999999999999
