Quelle;GUID;Kategorie;Typ;Familie;Zusatzinfo;Menge;Einheit;Ebene;Schichtaufbau;Dicke_mm;Fläche_m2;Länge_m;BKP_Code;BKP_Beschreibung;KI_Konfidenz
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187202;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187223;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001874bc;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001874d4;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187519;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018752d;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018752f;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187571;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187598;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018759a;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018761a;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187632;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L2;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018766e;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187690;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001876ac;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001876be;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018778a;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001877fe;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187802;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-0018784f;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001878f5;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-001878f9;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187930;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187a2f;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187a37;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187a39;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187a60;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187a6c;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187b05;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187b1f;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187b27;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;25e745c0-adb1-4d86-977b-cc100773a058-00187b29;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187d37;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187da6;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187db0;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187de7;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187e2c;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187e36;Sanitaer;Standard;Elbow - Generic;33;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187e57;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187e91;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187e95;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187ef1;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187efc;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187f0d;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187f18;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187f6a;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187f6e;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187f72;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187fa0;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187fa9;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187fb8;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187fc3;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00187fe0;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188014;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018806d;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188075;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188081;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001880b5;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001880bd;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001880c9;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001880e8;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188133;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188149;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018814d;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188151;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018817d;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001882e7;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188304;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188306;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188371;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018837c;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001883da;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001883e8;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001883fa;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188479;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188482;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018850d;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188511;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018851b;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001885a9;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188709;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-0018870d;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001887f5;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188815;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001888d9;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001889ba;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-001889bc;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188aeb;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188aef;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188b5a;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188b5c;Sanitaer;Standard;Transition - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188b5e;Sanitaer;Standard;Elbow - Generic;158;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188b85;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188c50;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;5bb47f99-b147-4a68-a79d-b3cf81a417e9-00188c52;Sanitaer;Standard;Transition - Generic;;1.0;Stk;L3;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188c9e;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188ca8;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cac;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cae;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cb2;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cba;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cbe;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cc0;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cc6;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cd0;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cda;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cdc;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cde;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188ce4;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cee;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cf8;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188cfc;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d00;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d04;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d08;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d0c;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d10;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d14;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d18;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d1c;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d24;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d26;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d28;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d2c;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d38;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d46;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d4c;Sanitaer;Standard;Tee - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.9
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d54;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d5c;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d66;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d68;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d6a;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d74;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d76;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d80;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d84;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d86;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d8f;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d91;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
Snowdon Towers Sample Plumbing;85cd9099-da9f-42c0-95d7-d232809d848e-00188d97;Sanitaer;Standard;Elbow - Generic;;1.0;Stk;L4;;;;;D;Technik Gebäude;0.95
